athlete,athleteLabel,sportLabel,genderLabel,countryLabel,birthDate,deathDate,height,weight
http://www.wikidata.org/entity/Q18720002,Simone Kupfner,биатлон,женский пол,Австрия,1996-02-01T00:00:00Z,,,
http://www.wikidata.org/entity/Q19300797,Susanna Kurzthaler,биатлон,женский пол,Австрия,1995-05-16T00:00:00Z,,,
http://www.wikidata.org/entity/Q18631376,Susanne Hoffmann,биатлон,женский пол,Австрия,1994-08-17T00:00:00Z,,,
http://www.wikidata.org/entity/Q105962244,Tamara Steiner,биатлон,женский пол,Австрия,1997-05-25T00:00:00Z,,,
http://www.wikidata.org/entity/Q1255104,Ulla Waldhuber,биатлон,женский пол,Австрия,1989-09-25T00:00:00Z,,,
http://www.wikidata.org/entity/Q81905377,Victoria Mellitzer,биатлон,женский пол,Австрия,2002-07-23T00:00:00Z,,,
http://www.wikidata.org/entity/Q18609193,Дуня Здуч,биатлон,женский пол,Австрия,1994-01-03T00:00:00Z,,167,
http://www.wikidata.org/entity/Q433195,Ирис Вальдхубер,биатлон,женский пол,Австрия,1987-07-02T00:00:00Z,,,
http://www.wikidata.org/entity/Q1735920,Катарина Иннерхофер,биатлон,женский пол,Австрия,1991-01-17T00:00:00Z,,166,55
http://www.wikidata.org/entity/Q15794283,Кристина Ридер,биатлон,женский пол,Австрия,1993-12-29T00:00:00Z,,,
http://www.wikidata.org/entity/Q6479597,Лиза Хаузер,биатлон,женский пол,Австрия,1993-12-16T00:00:00Z,,174,
http://www.wikidata.org/entity/Q19577781,Юлия Швайгер,биатлон,женский пол,Австрия,1996-01-21T00:00:00Z,,,
http://www.wikidata.org/entity/Q299573,Лор Сулье,биатлон,женский пол,Андорра,1987-04-28T00:00:00Z,,160,49
http://www.wikidata.org/entity/Q493673,Andrea Contreras,биатлон,женский пол,Аргентина,2000-01-01T00:00:00Z,,,
http://www.wikidata.org/entity/Q1140405,Cristina Noemi Mair,биатлон,женский пол,Аргентина,1986-12-15T00:00:00Z,,,
http://www.wikidata.org/entity/Q2522700,Victoria Baez,биатлон,женский пол,Аргентина,2000-01-01T00:00:00Z,,,
http://www.wikidata.org/entity/Q108933705,Adelina Sabitava,биатлон,женский пол,Беларусь,1997-05-05T00:00:00Z,,,
http://www.wikidata.org/entity/Q15782196,Alena Schyn,биатлон,женский пол,Беларусь,1985-04-13T00:00:00Z,,,
http://www.wikidata.org/entity/Q28934275,Krystsina Mazuryna,биатлон,женский пол,Беларусь,1996-04-13T00:00:00Z,,,
http://www.wikidata.org/entity/Q1790778,Ksenija Pljaskina,биатлон,женский пол,Беларусь,1989-04-08T00:00:00Z,,,
http://www.wikidata.org/entity/Q994502,Marya Kozlovskaya,биатлон,женский пол,Беларусь,1989-08-25T00:00:00Z,,,
http://www.wikidata.org/entity/Q1778134,Maryia Kolesen,биатлон,женский пол,Беларусь,1993-06-25T00:00:00Z,,,
http://www.wikidata.org/entity/Q9348630,Svetlana Komendantova,биатлон,женский пол,Беларусь,1985-11-04T00:00:00Z,,,
http://www.wikidata.org/entity/Q81906939,Viktoryia Shashkova,биатлон,женский пол,Беларусь,2003-02-03T00:00:00Z,,,
http://www.wikidata.org/entity/Q1619959,Wolha Zezjaruk,биатлон,женский пол,Беларусь,1985-03-01T00:00:00Z,,,
http://www.wikidata.org/entity/Q81904174,Yuliya Kavaleuskaya,биатлон,женский пол,Беларусь,2002-09-19T00:00:00Z,,,
http://www.wikidata.org/entity/Q15782431,Алёна Луцикович,биатлон,женский пол,Беларусь,1992-11-16T00:00:00Z,,,
http://www.wikidata.org/entity/Q283432,Анастасия Викторовна Дуборезова,биатлон,женский пол,Беларусь,1985-03-14T00:00:00Z,,170,63
http://www.wikidata.org/entity/Q487009,Анастасия Калей,биатлон,женский пол,Беларусь,1992-09-06T00:00:00Z,,,
http://www.wikidata.org/entity/Q50396914,"Графеева, Лидия Дмитриевна",биатлон,женский пол,Беларусь,1985-12-14T00:00:00Z,,,
http://www.wikidata.org/entity/Q1166084,Дарья Александровна Юркевич,биатлон,женский пол,Беларусь,1988-03-06T00:00:00Z,,,
http://www.wikidata.org/entity/Q4317842,Дарья Анатольевна Нестерчик,биатлон,женский пол,Беларусь,1991-12-20T00:00:00Z,,,
http://www.wikidata.org/entity/Q209193,Дарья Владимировна Домрачева,биатлон,женский пол,Беларусь,1986-08-03T00:00:00Z,,168,56
http://www.wikidata.org/entity/Q81904003,Дарья Кабишева,биатлон,женский пол,Беларусь,2002-02-24T00:00:00Z,,,
http://www.wikidata.org/entity/Q24009896,Дарья Сергеевна Блашко,биатлон,женский пол,Беларусь,1996-01-28T00:00:00Z,,,
http://www.wikidata.org/entity/Q23642634,Динара Талгатовна Алимбекова,биатлон,женский пол,Беларусь,1996-01-05T00:00:00Z,,,
http://www.wikidata.org/entity/Q23011314,"Ильченко, Кристина Сергеевна",биатлон,женский пол,Беларусь,1993-07-17T00:00:00Z,,,
http://www.wikidata.org/entity/Q101417726,Инна Андреевна Костюченко,биатлон,женский пол,Беларусь,1995-09-01T00:00:00Z,,177,61
http://www.wikidata.org/entity/Q1673307,Ирина Бабецкая,биатлон,женский пол,Беларусь,1986-06-20T00:00:00Z,,,
http://www.wikidata.org/entity/Q315899,Ирина Валерьевна Лещенко,биатлон,женский пол,Беларусь,1991-07-30T00:00:00Z,,159,
http://www.wikidata.org/entity/Q1502419,Ирина Михайловна Леухина,биатлон,женский пол,Беларусь,1987-06-18T00:00:00Z,,,
http://www.wikidata.org/entity/Q55102736,Ирина Юрьевна Кручинкина,биатлон,женский пол,Беларусь,1995-03-28T00:00:00Z,,,
http://www.wikidata.org/entity/Q183013,"Калина, Анастасия Вячеславовна",биатлон,женский пол,Беларусь,1989-09-01T00:00:00Z,,,
http://www.wikidata.org/entity/Q1729596,Карина Савоссик,биатлон,женский пол,Беларусь,1989-06-21T00:00:00Z,,,
http://www.wikidata.org/entity/Q55102729,"Кручинкина, Елена Юрьевна",биатлон,женский пол,Беларусь,1995-03-28T00:00:00Z,,,
http://www.wikidata.org/entity/Q1368306,Мария Челачова,биатлон,женский пол,Беларусь,1993-09-10T00:00:00Z,,,
http://www.wikidata.org/entity/Q312383,Надежда Валерьевна Скардино,биатлон,женский пол,Беларусь,1985-03-27T00:00:00Z,,160,50
http://www.wikidata.org/entity/Q268145,Надежда Михайловна Писарева,биатлон,женский пол,Беларусь,1988-07-05T00:00:00Z,,168,57
http://www.wikidata.org/entity/Q16054245,Оксана Шиманович,биатлон,женский пол,Беларусь,1992-10-27T00:00:00Z,,,
http://www.wikidata.org/entity/Q11797851,Ольга Алифировец,биатлон,женский пол,Беларусь,1987-06-08T00:00:00Z,,168,
http://www.wikidata.org/entity/Q433016,"Панфилова, Мария Ивановна",биатлон,женский пол,Беларусь,1987-10-11T00:00:00Z,,170,56
http://www.wikidata.org/entity/Q108923235,"Пильчук, Алина Сергеевна",биатлон,женский пол,Беларусь,2000-06-27T00:00:00Z,,,
http://www.wikidata.org/entity/Q22919719,"Сола, Анна Леонидовна",биатлон,женский пол,Беларусь,1996-02-16T00:00:00Z,,,
http://www.wikidata.org/entity/Q1655657,"Толкач, Алла Сергеевна",биатлон,женский пол,Беларусь,1989-06-20T00:00:00Z,,,
http://www.wikidata.org/entity/Q124545299,Eve Bouvard,биатлон,женский пол,Бельгия,1999-08-18T00:00:00Z,,,
http://www.wikidata.org/entity/Q85185953,Lotte Lie,биатлон,женский пол,Бельгия,1995-09-06T00:00:00Z,,172,69
http://www.wikidata.org/entity/Q138025960,Marisa Emonts,биатлон,женский пол,Бельгия,2005-11-18T00:00:00Z,,,
http://www.wikidata.org/entity/Q116897543,Maya Cloetens,биатлон,женский пол,Бельгия,2002-01-08T00:00:00Z,,,
http://www.wikidata.org/entity/Q28946446,Rieke de Maeyer,биатлон,женский пол,Бельгия,1992-02-06T00:00:00Z,,,
http://www.wikidata.org/entity/Q723736,Asenka Hadschiewa,биатлон,женский пол,Болгария,1988-10-12T00:00:00Z,,,
http://www.wikidata.org/entity/Q1157134,Dafinka Koeva,биатлон,женский пол,Болгария,1990-01-19T00:00:00Z,,,
http://www.wikidata.org/entity/Q19560914,Daniela Kadeva,биатлон,женский пол,Болгария,1994-01-01T00:00:00Z,,174,67
http://www.wikidata.org/entity/Q1327865,Elena Georgieva,биатлон,женский пол,Болгария,1991-07-27T00:00:00Z,,,
http://www.wikidata.org/entity/Q1675870,Iva Zlateshka,биатлон,женский пол,Болгария,1988-09-20T00:00:00Z,,,
http://www.wikidata.org/entity/Q81906338,Lora Radkovska,биатлон,женский пол,Болгария,2003-08-09T00:00:00Z,,,
http://www.wikidata.org/entity/Q110948213,Maria Zdravkova,биатлон,женский пол,Болгария,1998-07-30T00:00:00Z,,,
http://www.wikidata.org/entity/Q9303763,Ralitsa Galeva,биатлон,женский пол,Болгария,1988-07-09T00:00:00Z,,170,
http://www.wikidata.org/entity/Q6507145,Rayna Koyuva,биатлон,женский пол,Болгария,1985-03-29T00:00:00Z,,,
http://www.wikidata.org/entity/Q2286905,Silvia Georgieva,биатлон,женский пол,Болгария,1988-07-23T00:00:00Z,,169,
http://www.wikidata.org/entity/Q2287988,Simona Bonewa,биатлон,женский пол,Болгария,1990-09-10T00:00:00Z,,,
http://www.wikidata.org/entity/Q6531573,Stefani Popova,биатлон,женский пол,Болгария,1993-02-12T00:00:00Z,,162,60
http://www.wikidata.org/entity/Q81902606,Valentina Dimitrova,биатлон,женский пол,Болгария,2003-08-03T00:00:00Z,,,
http://www.wikidata.org/entity/Q2552169,Vasya Stoimenova,биатлон,женский пол,Болгария,1991-01-01T00:00:00Z,,,
http://www.wikidata.org/entity/Q2527463,Violeta Krusharska,биатлон,женский пол,Болгария,1991-01-01T00:00:00Z,,,
http://www.wikidata.org/entity/Q9392009,Zornitsa Kostadinova,биатлон,женский пол,Болгария,1990-02-06T00:00:00Z,,,
http://www.wikidata.org/entity/Q1200742,Десислава Стоянова,биатлон,женский пол,Болгария,1992-04-10T00:00:00Z,,169,59
http://www.wikidata.org/entity/Q1825140,Лилия Пандурова,биатлон,женский пол,Болгария,1987-01-21T00:00:00Z,,,
http://www.wikidata.org/entity/Q48439248,Милена Тодорова,биатлон,женский пол,Болгария,1998-01-18T00:00:00Z,,162,51
http://www.wikidata.org/entity/Q1528485,Ния Димитрова,биатлон,женский пол,Болгария,1993-06-24T00:00:00Z,,,
http://www.wikidata.org/entity/Q81903718,"Христова, Лора",биатлон,женский пол,Болгария,2003-04-23T00:00:00Z,,,
http://www.wikidata.org/entity/Q244466,Цветана Крастева,биатлон,женский пол,Болгария,2000-01-01T00:00:00Z,,,
http://www.wikidata.org/entity/Q601649,Эмилия Йорданова,биатлон,женский пол,Болгария,1989-05-05T00:00:00Z,,157,50
http://www.wikidata.org/entity/Q19362961,Dejana Košarac,биатлон,женский пол,Босния и Герцеговина,1994-07-25T00:00:00Z,,,
http://www.wikidata.org/entity/Q439582,Александра Васильевич,биатлон,женский пол,Босния и Герцеговина,1986-08-10T00:00:00Z,,,
http://www.wikidata.org/entity/Q28870450,Саня Кусмук,биатлон,женский пол,Босния и Герцеговина,1996-03-17T00:00:00Z,,,
http://www.wikidata.org/entity/Q15962021,Снежана Боровчанин,биатлон,женский пол,Босния и Герцеговина,1992-08-28T00:00:00Z,,,
http://www.wikidata.org/entity/Q434344,Таня Карисик,биатлон,женский пол,Босния и Герцеговина,1991-07-23T00:00:00Z,,168,55
http://www.wikidata.org/entity/Q28870424,Bruna Moura,биатлон,женский пол,Бразилия,1994-04-24T00:00:00Z,,,
http://www.wikidata.org/entity/Q1044503,Caroline Hart,биатлон,женский пол,Великобритания,2000-01-01T00:00:00Z,,,
http://www.wikidata.org/entity/Q1094752,Claire Abel,биатлон,женский пол,Великобритания,2000-01-01T00:00:00Z,,,
http://www.wikidata.org/entity/Q1331336,Elizabeth Winfield,биатлон,женский пол,Великобритания,2000-01-01T00:00:00Z,,,
http://www.wikidata.org/entity/Q1681427,Jamielee McCreadie,биатлон,женский пол,Великобритания,1987-09-28T00:00:00Z,,,
http://www.wikidata.org/entity/Q1111664,Leonie Hendrickson,биатлон,женский пол,Великобритания,1990-10-03T00:00:00Z,,,
http://www.wikidata.org/entity/Q81906102,Shawna Pendry,биатлон,женский пол,Великобритания,2002-04-05T00:00:00Z,,,
http://www.wikidata.org/entity/Q453998,Аманда Лайтфут,биатлон,женский пол,Великобритания,1987-01-30T00:00:00Z,,,
http://www.wikidata.org/entity/Q5244286,Dorottya Búzás,биатлон,женский пол,Венгрия,1995-03-14T00:00:00Z,,,
http://www.wikidata.org/entity/Q1669829,Judit Füleki,биатлон,женский пол,Венгрия,1989-11-27T00:00:00Z,,,
http://www.wikidata.org/entity/Q28870451,Sára Pónya,биатлон,женский пол,Венгрия,1999-05-14T00:00:00Z,,,
http://www.wikidata.org/entity/Q227411,Zsófia Bakos,биатлон,женский пол,Венгрия,1991-06-14T00:00:00Z,,,
http://www.wikidata.org/entity/Q525845,Эмёке Сёч,биатлон,женский пол,Венгрия,1985-10-20T00:00:00Z,,,
http://www.wikidata.org/entity/Q125028,Nicole Wötzel,биатлон,женский пол,ГДР,1989-12-18T00:00:00Z,,,
http://www.wikidata.org/entity/Q113753,Дениз Херрманн-Вик,биатлон,женский пол,ГДР,1988-12-20T00:00:00Z,,175,61
http://www.wikidata.org/entity/Q283646,Тина Бахман,биатлон,женский пол,ГДР,1986-07-15T00:00:00Z,,183,65
http://www.wikidata.org/entity/Q15979668,Anja Wicker,биатлон,женский пол,Германия,1991-01-01T00:00:00Z,,,
http://www.wikidata.org/entity/Q15979668,Anja Wicker,биатлон,женский пол,Германия,1991-12-22T00:00:00Z,,,
http://www.wikidata.org/entity/Q563543,Anna Wahls,биатлон,женский пол,Германия,1994-01-08T00:00:00Z,,,
http://www.wikidata.org/entity/Q19834660,Anna Weidel,биатлон,женский пол,Германия,1996-05-25T00:00:00Z,,,
http://www.wikidata.org/entity/Q565710,Anne Preußler,биатлон,женский пол,Германия,1985-03-09T00:00:00Z,,,
http://www.wikidata.org/entity/Q15962011,Annika Knoll,биатлон,женский пол,Германия,1993-11-06T00:00:00Z,,,
http://www.wikidata.org/entity/Q20752307,Annika Schlegel,биатлон,женский пол,Германия,1994-04-22T00:00:00Z,,,
http://www.wikidata.org/entity/Q100627,Carolin Hennecke,биатлон,женский пол,Германия,1986-02-04T00:00:00Z,,,
http://www.wikidata.org/entity/Q6511908,Carolin Leunig,биатлон,женский пол,Германия,1991-03-14T00:00:00Z,,,
http://www.wikidata.org/entity/Q1083216,Christina Maierhofer,биатлон,женский пол,Германия,1991-07-13T00:00:00Z,,,
http://www.wikidata.org/entity/Q50419517,Clara Klug,биатлон,женский пол,Германия,1994-06-16T00:00:00Z,,,
http://www.wikidata.org/entity/Q1163416,Daniela Hörburger,биатлон,женский пол,Германия,2000-01-01T00:00:00Z,,,
http://www.wikidata.org/entity/Q1110755,Grit Otto,биатлон,женский пол,Германия,1990-07-01T00:00:00Z,,,
http://www.wikidata.org/entity/Q105961797,Hanna Kebinger,биатлон,женский пол,Германия,1997-11-26T00:00:00Z,,166,
http://www.wikidata.org/entity/Q81906806,Hannah Schlickum,биатлон,женский пол,Германия,2002-03-29T00:00:00Z,,,
http://www.wikidata.org/entity/Q1301449,Heike Langstein,биатлон,женский пол,Германия,2000-01-01T00:00:00Z,,,
http://www.wikidata.org/entity/Q28966827,Helene Therese Hendel,биатлон,женский пол,Германия,1995-06-15T00:00:00Z,,,
http://www.wikidata.org/entity/Q95692610,Janin Hammerschmidt,биатлон,женский пол,Германия,1989-10-24T00:00:00Z,,,
http://www.wikidata.org/entity/Q81906308,Johanna Puff,биатлон,женский пол,Германия,2002-07-02T00:00:00Z,,,
http://www.wikidata.org/entity/Q124154054,Julia Kink,биатлон,женский пол,Германия,2004-01-26T00:00:00Z,,,
http://www.wikidata.org/entity/Q123991926,Julia Tannheimer,биатлон,женский пол,Германия,2005-08-01T00:00:00Z,,,
http://www.wikidata.org/entity/Q52581183,Juliane Frühwirt,биатлон,женский пол,Германия,1998-03-18T00:00:00Z,,,
http://www.wikidata.org/entity/Q1817341,Lena Schäfer,биатлон,женский пол,Германия,1992-03-25T00:00:00Z,,,
http://www.wikidata.org/entity/Q105946664,Lisa Spark,биатлон,женский пол,Германия,2000-05-07T00:00:00Z,,,
http://www.wikidata.org/entity/Q1827808,Lisa Voigt,биатлон,женский пол,Германия,1988-03-09T00:00:00Z,,,
http://www.wikidata.org/entity/Q122802857,Mareike Braun,биатлон,женский пол,Германия,2000-05-01T00:00:00Z,,,
http://www.wikidata.org/entity/Q19513437,Marie Heinrich,биатлон,женский пол,Германия,1994-11-18T00:00:00Z,,,
http://www.wikidata.org/entity/Q23011302,Marina Sauter,биатлон,женский пол,Германия,1997-04-23T00:00:00Z,,,
http://www.wikidata.org/entity/Q1303336,Marion Bald,биатлон,женский пол,Германия,2000-01-01T00:00:00Z,,,
http://www.wikidata.org/entity/Q23560572,Marion Deigentesch,биатлон,женский пол,Германия,1995-01-08T00:00:00Z,,,
http://www.wikidata.org/entity/Q81902878,Marlene Fichtner,биатлон,женский пол,Германия,2003-03-16T00:00:00Z,,,
http://www.wikidata.org/entity/Q1762609,Martina Stede,биатлон,женский пол,Германия,2000-01-01T00:00:00Z,,,
http://www.wikidata.org/entity/Q1930035,Michaela Hermann,биатлон,женский пол,Германия,2000-01-01T00:00:00Z,,,
http://www.wikidata.org/entity/Q81903690,Nathalie Aspasia Horstmann,биатлон,женский пол,Германия,2002-04-17T00:00:00Z,,,
http://www.wikidata.org/entity/Q125028,Nicole Wötzel,биатлон,женский пол,Германия,1989-12-18T00:00:00Z,,,
http://www.wikidata.org/entity/Q113851322,Selina Frohberger,биатлон,женский пол,Германия,2001-11-02T00:00:00Z,,,
http://www.wikidata.org/entity/Q2289402,Sinja Trotter,биатлон,женский пол,Германия,1985-11-29T00:00:00Z,,,
http://www.wikidata.org/entity/Q102355576,Sophia Schneider,биатлон,женский пол,Германия,1997-09-12T00:00:00Z,,167,
http://www.wikidata.org/entity/Q79033097,Stefanie Scherer,биатлон,женский пол,Германия,1996-01-01T00:00:00Z,,,
http://www.wikidata.org/entity/Q2344213,Stephanie Müller,биатлон,женский пол,Германия,1985-04-02T00:00:00Z,,,
http://www.wikidata.org/entity/Q2369021,Susann König,биатлон,женский пол,Германия,1987-05-16T00:00:00Z,,,
http://www.wikidata.org/entity/Q2428884,Thordis Arnold,биатлон,женский пол,Германия,1991-03-23T00:00:00Z,,,
http://www.wikidata.org/entity/Q1282283,Viktoria Wurmer,биатлон,женский пол,Германия,2000-01-01T00:00:00Z,,,
http://www.wikidata.org/entity/Q15853035,Vivian Hösch,биатлон,женский пол,Германия,1991-03-18T00:00:00Z,,,
http://www.wikidata.org/entity/Q87332648,Ванесса Фойгт,биатлон,женский пол,Германия,1997-10-07T00:00:00Z,,,
http://www.wikidata.org/entity/Q6482065,Ванесса Хинц,биатлон,женский пол,Германия,1992-03-24T00:00:00Z,,176,62
http://www.wikidata.org/entity/Q113753,Дениз Херрманн-Вик,биатлон,женский пол,Германия,1988-12-20T00:00:00Z,,175,61
http://www.wikidata.org/entity/Q1646632,Джудит Вагнер,биатлон,женский пол,Германия,1987-09-30T00:00:00Z,,,
http://www.wikidata.org/entity/Q1734204,Каролин Хорхлер,биатлон,женский пол,Германия,1989-05-09T00:00:00Z,,170,58
http://www.wikidata.org/entity/Q63120,Катрин Хитцер,биатлон,женский пол,Германия,1986-09-03T00:00:00Z,,166,57
http://www.wikidata.org/entity/Q4980869,Лаура Дальмайер,биатлон,женский пол,Германия,1993-08-22T00:00:00Z,2025-07-28T00:00:00Z,162,52
http://www.wikidata.org/entity/Q111099690,Леони Мария Вальтер,биатлон,женский пол,Германия,2004-01-17T00:00:00Z,,,
http://www.wikidata.org/entity/Q111099503,Линн Кацмайер,биатлон,женский пол,Германия,2006-11-05T00:00:00Z,,,
http://www.wikidata.org/entity/Q17425386,Луиза Куммер,биатлон,женский пол,Германия,1993-06-29T00:00:00Z,,176,63
http://www.wikidata.org/entity/Q76455,Магдалена Нойнер,биатлон,женский пол,Германия,1987-02-09T00:00:00Z,,165,56
http://www.wikidata.org/entity/Q1894681,Марен Хаммершмидт,биатлон,женский пол,Германия,1989-10-24T00:00:00Z,,,
http://www.wikidata.org/entity/Q60480,Мириам Гёсснер,биатлон,женский пол,Германия,1990-06-21T00:00:00Z,,167,56
http://www.wikidata.org/entity/Q522158,Надин Хорхлер,биатлон,женский пол,Германия,1986-06-21T00:00:00Z,,167,63
http://www.wikidata.org/entity/Q2080107,Петра Бауэр,биатлон,женский пол,Германия,2000-01-01T00:00:00Z,,,
http://www.wikidata.org/entity/Q111649116,Селина Гротиан,биатлон,женский пол,Германия,2004-03-25T00:00:00Z,,,
http://www.wikidata.org/entity/Q283646,Тина Бахман,биатлон,женский пол,Германия,1986-07-15T00:00:00Z,,183,65
http://www.wikidata.org/entity/Q1450167,Франциска Пройс,биатлон,женский пол,Германия,1994-03-11T00:00:00Z,,173,60
http://www.wikidata.org/entity/Q327444,Франциска Хильдебранд,биатлон,женский пол,Германия,1987-03-24T00:00:00Z,,162,53
http://www.wikidata.org/entity/Q61855453,"Хеттих-Вальц, Янина",биатлон,женский пол,Германия,1996-06-16T00:00:00Z,,162,
http://www.wikidata.org/entity/Q525022,Штефани Хильдебранд,биатлон,женский пол,Германия,1987-03-24T00:00:00Z,,,
http://www.wikidata.org/entity/Q449680,Юлианна Дёлль,биатлон,женский пол,Германия,1986-07-08T00:00:00Z,,,
http://www.wikidata.org/entity/Q1083193,Christina Kiourkenidou,биатлон,женский пол,Греция,1993-06-12T00:00:00Z,,,
http://www.wikidata.org/entity/Q81904504,Ioanna Kotsalou,биатлон,женский пол,Греция,2003-11-28T00:00:00Z,,,
http://www.wikidata.org/entity/Q81902238,Konstantina Charalampidou,биатлон,женский пол,Греция,2002-07-13T00:00:00Z,,,
http://www.wikidata.org/entity/Q81907566,Nefeli Tita,биатлон,женский пол,Греция,2003-02-11T00:00:00Z,,,
http://www.wikidata.org/entity/Q3431223,Мария Дану,биатлон,женский пол,Греция,1990-03-03T00:00:00Z,,168,52
http://www.wikidata.org/entity/Q2048870,Панагиота Цакири,биатлон,женский пол,Греция,1990-05-12T00:00:00Z,,172,60
http://www.wikidata.org/entity/Q138097125,Anne de Besche,биатлон,женский пол,Датское королевство,2000-05-27T00:00:00Z,,,
http://www.wikidata.org/entity/Q913221,Miillaaraq Lennert,биатлон,женский пол,Датское королевство,1988-05-02T00:00:00Z,,163,
http://www.wikidata.org/entity/Q1171269,Niviaq Berthelsen,биатлон,женский пол,Датское королевство,1989-01-26T00:00:00Z,,,
http://www.wikidata.org/entity/Q50426133,Укалек Астри Слеттермарк,биатлон,женский пол,Датское королевство,2001-09-09T00:00:00Z,,170,
http://www.wikidata.org/entity/Q526055,Виктория Падьяль,биатлон,женский пол,Испания,1988-08-10T00:00:00Z,,165,56
http://www.wikidata.org/entity/Q123752018,Beatrice Trabucchi,биатлон,женский пол,Италия,2000-09-30T00:00:00Z,,,
http://www.wikidata.org/entity/Q529339,Christa Perathoner,биатлон,женский пол,Италия,1987-06-07T00:00:00Z,,170,63
http://www.wikidata.org/entity/Q1285490,Edmea Ollier,биатлон,женский пол,Италия,2000-01-01T00:00:00Z,,,
http://www.wikidata.org/entity/Q118841344,Eleonora Fauner,биатлон,женский пол,Италия,1997-09-24T00:00:00Z,,,
http://www.wikidata.org/entity/Q6457452,Giulia Collavo,биатлон,женский пол,Италия,1991-12-22T00:00:00Z,,,
http://www.wikidata.org/entity/Q105492500,Irene Lardschneider,биатлон,женский пол,Италия,1998-02-09T00:00:00Z,,,
http://www.wikidata.org/entity/Q81903129,Martina Giordano,биатлон,женский пол,Италия,2003-03-29T00:00:00Z,,,
http://www.wikidata.org/entity/Q81907628,Martina Trabucchi,биатлон,женский пол,Италия,2002-07-06T00:00:00Z,,,
http://www.wikidata.org/entity/Q1930976,Michela Andreola,биатлон,женский пол,Италия,1986-08-03T00:00:00Z,,165,54
http://www.wikidata.org/entity/Q96149326,Michela Carrara,биатлон,женский пол,Италия,1997-05-10T00:00:00Z,,,
http://www.wikidata.org/entity/Q81906762,Sara Scattolo,биатлон,женский пол,Италия,2003-03-27T00:00:00Z,,,
http://www.wikidata.org/entity/Q514535,Алексиа Рунгальдир,биатлон,женский пол,Италия,1991-11-27T00:00:00Z,,173,59
http://www.wikidata.org/entity/Q458505,Доротея Вирер,биатлон,женский пол,Италия,1990-04-03T00:00:00Z,,160,57
http://www.wikidata.org/entity/Q536443,Карин Оберхофер,биатлон,женский пол,Италия,1985-11-03T00:00:00Z,,165,58
http://www.wikidata.org/entity/Q15962014,Лиза Виттоцци,биатлон,женский пол,Италия,1995-02-04T00:00:00Z,,176,60
