athlete,athleteLabel,sportLabel,birthDate,birthPlaceLabel,educationLabel,nationalTeamLabel,coachLabel
http://www.wikidata.org/entity/Q81906388,Anniina Rantala,биатлон,2003-06-19T00:00:00Z,,,,
http://www.wikidata.org/entity/Q15962011,Annika Knoll,биатлон,1993-11-06T00:00:00Z,Титизее-Нойштадт,Q1449184,,
http://www.wikidata.org/entity/Q20752307,Annika Schlegel,биатлон,1994-04-22T00:00:00Z,Нойнкирхен,,,
http://www.wikidata.org/entity/Q116509677,Anton Ivarsson,биатлон,2001-01-27T00:00:00Z,,,,
http://www.wikidata.org/entity/Q590881,Anton Junak,биатлон,1985-06-03T00:00:00Z,,,,
http://www.wikidata.org/entity/Q16228624,Anton Myhda,биатлон,1995-07-22T00:00:00Z,Чернигов,,,
http://www.wikidata.org/entity/Q115943832,Anton Vidmar,биатлон,2000-02-17T00:00:00Z,Любляна,,,
http://www.wikidata.org/entity/Q81902193,Antonia Cebotari,биатлон,2002-01-08T00:00:00Z,,,,
http://www.wikidata.org/entity/Q11852218,Antti Raatikainen,биатлон,1990-09-29T00:00:00Z,,,,
http://www.wikidata.org/entity/Q28966256,Antti Repo,биатлон,1997-06-14T00:00:00Z,Контиолахти,,,
http://www.wikidata.org/entity/Q612917,Anuzar Yunusov,биатлон,1988-08-25T00:00:00Z,,,,
http://www.wikidata.org/entity/Q615433,Anže Povirk,биатлон,1991-01-25T00:00:00Z,,,,
http://www.wikidata.org/entity/Q29654393,Anže Strgar,биатлон,1995-11-10T00:00:00Z,,,,
http://www.wikidata.org/entity/Q661175,Arild Askestad,биатлон,1987-06-27T00:00:00Z,,,,
http://www.wikidata.org/entity/Q81904655,Arina Kupriyanova,биатлон,2002-08-27T00:00:00Z,,,,
http://www.wikidata.org/entity/Q81907158,Arina Soldatova,биатлон,2003-02-11T00:00:00Z,,,,
http://www.wikidata.org/entity/Q663506,Arisa Goshono,биатлон,1990-10-26T00:00:00Z,Китаакита,,,
http://www.wikidata.org/entity/Q29489551,Ariunzul Enkhbayar,биатлон,1997-04-17T00:00:00Z,,,,
http://www.wikidata.org/entity/Q691443,Arnaud Langel,биатлон,1985-06-02T00:00:00Z,Понтарлье,,,
http://www.wikidata.org/entity/Q18226419,Arnoldas Mikelkevičius,биатлон,1994-06-11T00:00:00Z,,,,
http://www.wikidata.org/entity/Q81901899,Arseniy Bezginov,биатлон,2002-01-03T00:00:00Z,,,,
http://www.wikidata.org/entity/Q15792091,Arthur Bodenmüller,биатлон,2000-01-01T00:00:00Z,,,,
http://www.wikidata.org/entity/Q81904585,Artsiom Krylenka,биатлон,2002-01-18T00:00:00Z,,,,
http://www.wikidata.org/entity/Q714003,Arzjom Leschtschanka,биатлон,1989-12-13T00:00:00Z,Новополоцк,,,
http://www.wikidata.org/entity/Q720736,Asamat Bodschokojew,биатлон,1994-03-30T00:00:00Z,,,,
http://www.wikidata.org/entity/Q723736,Asenka Hadschiewa,биатлон,1988-10-12T00:00:00Z,Смолян,,,
http://www.wikidata.org/entity/Q724587,Ash Ashworth,биатлон,2000-01-01T00:00:00Z,Халстед,,,
http://www.wikidata.org/entity/Q43678883,Aslak Nenseter,биатлон,1994-06-19T00:00:00Z,Ulefoss,,,
http://www.wikidata.org/entity/Q20249453,Atte Kiskola,биатлон,1992-04-12T00:00:00Z,,,,
http://www.wikidata.org/entity/Q81903059,Aubin Gautier-Pélissier,биатлон,2002-01-07T00:00:00Z,,,,
http://www.wikidata.org/entity/Q19561038,Auli Kiskola,биатлон,1995-02-12T00:00:00Z,Хямеэнлинна,,,
http://www.wikidata.org/entity/Q2656527,Aundrey Morel,биатлон,2000-01-01T00:00:00Z,,,,
http://www.wikidata.org/entity/Q792066,Axel Ciuffo,биатлон,1988-03-09T00:00:00Z,Сан-Карлос-де-Барилоче,,,
http://www.wikidata.org/entity/Q803762,Baik Mi-ra,биатлон,1987-03-10T00:00:00Z,,,,
http://www.wikidata.org/entity/Q805893,Balázs Gond,биатлон,1987-09-10T00:00:00Z,,,,
http://www.wikidata.org/entity/Q807109,Baptiste Desthieux,биатлон,1985-06-08T00:00:00Z,,,,
http://www.wikidata.org/entity/Q807358,Barbara Blanke,биатлон,2000-01-01T00:00:00Z,,,Utah National Guard,
http://www.wikidata.org/entity/Q81907070,Barbara Skacanova,биатлон,2003-07-26T00:00:00Z,,,,
http://www.wikidata.org/entity/Q807862,Barbora Tomešová,биатлон,1986-11-08T00:00:00Z,Либерец,,,
http://www.wikidata.org/entity/Q29489559,Barkhuu Erdenechimeg,биатлон,1986-06-05T00:00:00Z,,,,
http://www.wikidata.org/entity/Q29489559,Barkhuu Erdenechimeg,биатлон,1986-11-05T00:00:00Z,,,,
http://www.wikidata.org/entity/Q19303231,Bartłomiej Filip,биатлон,1996-07-26T00:00:00Z,,,,
http://www.wikidata.org/entity/Q81905882,Barış Oduncu,биатлон,2003-07-21T00:00:00Z,,,,
http://www.wikidata.org/entity/Q29489547,Bat-Erdene Battuvshin,биатлон,1997-03-11T00:00:00Z,,,,
http://www.wikidata.org/entity/Q15966914,Beata Lassak,биатлон,1994-03-15T00:00:00Z,,,,
http://www.wikidata.org/entity/Q813109,Beata Szymańczak,биатлон,1989-03-17T00:00:00Z,Бельско-Бяла,,,
http://www.wikidata.org/entity/Q123752018,Beatrice Trabucchi,биатлон,2000-09-30T00:00:00Z,Аоста,,,
http://www.wikidata.org/entity/Q816640,Ben Woolley,биатлон,1986-03-04T00:00:00Z,,,,
http://www.wikidata.org/entity/Q19414876,Bence Bánszki,биатлон,1993-10-12T00:00:00Z,,,,
http://www.wikidata.org/entity/Q117745826,Benita Peiffer,биатлон,2000-09-29T00:00:00Z,,,,
http://www.wikidata.org/entity/Q14251638,Benjamin Plaickner,биатлон,1992-03-15T00:00:00Z,Брунико,,,
http://www.wikidata.org/entity/Q249359,Bente Landheim,биатлон,1990-05-25T00:00:00Z,,,Tynset IF,
http://www.wikidata.org/entity/Q825524,Bernhard Leitinger,биатлон,1990-04-06T00:00:00Z,Целль-ам-Зе,,,
http://www.wikidata.org/entity/Q2661051,Bertrand Muffat-Joly,биатлон,2000-01-01T00:00:00Z,,,,
http://www.wikidata.org/entity/Q832263,Betsy Mawdsley,биатлон,1988-04-17T00:00:00Z,Форт-Смит,,,
http://www.wikidata.org/entity/Q856277,Bibiana Švejkovská,биатлон,1985-07-22T00:00:00Z,,,,
http://www.wikidata.org/entity/Q861959,Bill Bowler,биатлон,1986-08-14T00:00:00Z,,,,
http://www.wikidata.org/entity/Q132127462,Birgit Schölzhorn,биатлон,2003-12-12T00:00:00Z,,,,
http://www.wikidata.org/entity/Q865403,Birgitte Røksund,биатлон,1985-11-01T00:00:00Z,,,,
http://www.wikidata.org/entity/Q19974656,Bjarte Solvang,биатлон,1992-07-09T00:00:00Z,,,Hålandsdal IL,
http://www.wikidata.org/entity/Q879787,Bjørg Marit Valland,биатлон,1986-12-12T00:00:00Z,,,,
http://www.wikidata.org/entity/Q115863319,Blagoy Todev,биатлон,2001-07-06T00:00:00Z,,,,
http://www.wikidata.org/entity/Q81901984,Blanka Borbely,биатлон,2003-08-30T00:00:00Z,,,,
http://www.wikidata.org/entity/Q2663048,Boris Andrejka,биатлон,2000-01-01T00:00:00Z,,,,
http://www.wikidata.org/entity/Q913258,Brian Woodard,биатлон,2000-01-01T00:00:00Z,,,,
http://www.wikidata.org/entity/Q28870424,Bruna Moura,биатлон,1994-04-24T00:00:00Z,Карагуататуба,,,
http://www.wikidata.org/entity/Q81905295,Bruno Matović,биатлон,2002-04-22T00:00:00Z,,,,
http://www.wikidata.org/entity/Q995259,Brynden Manbeck,биатлон,1987-01-07T00:00:00Z,,,,
http://www.wikidata.org/entity/Q81908138,Cale Woods,биатлон,2003-04-04T00:00:00Z,,,,
http://www.wikidata.org/entity/Q23636148,Carine Leijn,биатлон,1999-03-11T00:00:00Z,Утрехт,,,
http://www.wikidata.org/entity/Q1038296,Carl Gibson,биатлон,1988-05-27T00:00:00Z,,,,
http://www.wikidata.org/entity/Q100627,Carolin Hennecke,биатлон,1986-02-04T00:00:00Z,Димельзе,,,
http://www.wikidata.org/entity/Q6511908,Carolin Leunig,биатлон,1991-03-14T00:00:00Z,Клаусталь-Целлерфельд,,,
http://www.wikidata.org/entity/Q1044503,Caroline Hart,биатлон,2000-01-01T00:00:00Z,,,Королевский полк артиллерии,
http://www.wikidata.org/entity/Q28950421,Carsen Campbell,биатлон,1994-12-09T00:00:00Z,Канада,,,
http://www.wikidata.org/entity/Q1047233,Casey Simons,биатлон,1985-03-26T00:00:00Z,,,,
http://www.wikidata.org/entity/Q18582970,Casius Gerbacea,биатлон,1992-08-11T00:00:00Z,,,,
http://www.wikidata.org/entity/Q115186931,Cedric Christille,биатлон,1999-01-07T00:00:00Z,Аоста,,,
http://www.wikidata.org/entity/Q2666697,Celine Gardoni,биатлон,2000-01-01T00:00:00Z,,,,
http://www.wikidata.org/entity/Q1062411,Chantal Prosser,биатлон,1986-01-01T00:00:00Z,Монктон,,,
http://www.wikidata.org/entity/Q81903975,Chelsey Johnson,биатлон,2002-10-14T00:00:00Z,,,,
http://www.wikidata.org/entity/Q1069697,Chen Haibin,биатлон,1986-05-22T00:00:00Z,Гирин,,,
http://www.wikidata.org/entity/Q81902270,Cheon Yun-pil,биатлон,2002-10-27T00:00:00Z,,Q12625911,,
http://www.wikidata.org/entity/Q81901157,Chiara Arnet,биатлон,2003-11-13T00:00:00Z,,,,
http://www.wikidata.org/entity/Q81907774,Chiharu Ueda,биатлон,2003-03-06T00:00:00Z,,,,
http://www.wikidata.org/entity/Q81901829,Chloe Bened,биатлон,2002-04-30T00:00:00Z,,,,
http://www.wikidata.org/entity/Q15078070,Chloe Levins,биатлон,1998-04-24T00:00:00Z,Элмайра,,,
http://www.wikidata.org/entity/Q19279302,Choi Chun-ki,биатлон,1988-01-04T00:00:00Z,,,,
http://www.wikidata.org/entity/Q117788148,Choi Du-jin,биатлон,1995-02-03T00:00:00Z,,,,
http://www.wikidata.org/entity/Q81902323,Choi Yoon-ah,биатлон,2002-04-28T00:00:00Z,,Muju High School,,
http://www.wikidata.org/entity/Q1077208,Chris Fletcher,биатлон,2000-01-01T00:00:00Z,,,,
http://www.wikidata.org/entity/Q529339,Christa Perathoner,биатлон,1987-06-07T00:00:00Z,Брессаноне,,,
http://www.wikidata.org/entity/Q1079800,Christian Georg Bache,биатлон,1987-01-15T00:00:00Z,Омут,,,
http://www.wikidata.org/entity/Q1080605,Christian Kitzbichler,биатлон,1990-10-01T00:00:00Z,,,,
http://www.wikidata.org/entity/Q81905150,Christian Mahon,биатлон,2003-07-08T00:00:00Z,,,,
http://www.wikidata.org/entity/Q1082054,Christian Sæten,биатлон,1988-12-05T00:00:00Z,,,,
http://www.wikidata.org/entity/Q1083193,Christina Kiourkenidou,биатлон,1993-06-12T00:00:00Z,,,,
http://www.wikidata.org/entity/Q1083216,Christina Maierhofer,биатлон,1991-07-13T00:00:00Z,,,,
http://www.wikidata.org/entity/Q1089009,Chu Kyoung-mi,биатлон,1986-06-12T00:00:00Z,,,,
http://www.wikidata.org/entity/Q111022368,Chu Yuanmeng,биатлон,1999-11-21T00:00:00Z,Якэши,,,
http://www.wikidata.org/entity/Q81902333,Chuluunbatyn Byambasüren,биатлон,2002-09-28T00:00:00Z,,,,
http://www.wikidata.org/entity/Q1094752,Claire Abel,биатлон,2000-01-01T00:00:00Z,,,,
http://www.wikidata.org/entity/Q1094782,Claire Breton,биатлон,1985-06-23T00:00:00Z,,,,
http://www.wikidata.org/entity/Q50419517,Clara Klug,биатлон,1994-06-16T00:00:00Z,Мюнхен,Мюнхенский университет,,
http://www.wikidata.org/entity/Q1096783,Claude Godbout,биатлон,1986-06-18T00:00:00Z,Квебек,,,
http://www.wikidata.org/entity/Q1098096,Claudio Mussner,биатлон,1986-10-28T00:00:00Z,Больцано,,,
http://www.wikidata.org/entity/Q1098228,Claudiu Suciu,биатлон,1985-03-19T00:00:00Z,Rodna,,,
http://www.wikidata.org/entity/Q47303933,Clement Arnault,биатлон,1990-05-26T00:00:00Z,,,,
http://www.wikidata.org/entity/Q23011301,Clément Mailler,биатлон,1990-01-31T00:00:00Z,,,,
http://www.wikidata.org/entity/Q1135362,Corrine Malcolm,биатлон,1990-04-02T00:00:00Z,Хейвард,,,
http://www.wikidata.org/entity/Q1138531,Craig Driffill,биатлон,1989-05-14T00:00:00Z,,,,
http://www.wikidata.org/entity/Q1140307,Cristian Marian Moșoiu,биатлон,1987-09-10T00:00:00Z,Брашов,,,
http://www.wikidata.org/entity/Q1140405,Cristina Noemi Mair,биатлон,1986-12-15T00:00:00Z,,,,
http://www.wikidata.org/entity/Q1148046,Cynthia Clark,биатлон,1986-03-07T00:00:00Z,Канмор,,,
http://www.wikidata.org/entity/Q133522144,Célia Henaff,биатлон,2004-07-29T00:00:00Z,,,,
http://www.wikidata.org/entity/Q110897302,César Beauvais,биатлон,2000-08-17T00:00:00Z,Салланш,,,
